article,entity,raw_process_category,cycle_archetype,stage_seq,stage_bucket,stage_label,create_wip_operation,input_code,input_kind,output_code,output_kind
GOOD LIFE PUMPKIN SEED 100G,cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
GOOD LIFE SUNFLOWER SEED 100G,cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Gondh Dryfruit Laddu Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0167,SFG
Gondh Dryfruit Laddu Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0167,SFG,FG,FG
Gondh Dryfruit LadduBar Pack of 6,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0168,SFG
Gondh Dryfruit LadduBar Pack of 6,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0168,SFG,FG,FG
Good Health Dry Fruit Box 750 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Green Chilli Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0169,SFG
Green Chilli Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),2,Final FG,Packing,,SFG0169,SFG,FG,FG
Green Chilly Cashew,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Green Leafy Trunk Gift Hamper,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Greendot Coated Peanuts,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0170,SFG
Greendot Coated Peanuts,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0170,SFG,FG,FG
Grey Carry All Basket Hamper,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
H Finest Turkey Appricot 300g(1340538),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA AJWA DATES 300GM (1357012),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA ALMOND MAMRA 100g (1340535),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA APRICOT - JARDALOO 200g (1340540),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA BLACK CURRENT 250g (1340541),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA MABOROOM DATES 300GM (1357011),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA SEGAI DATES 300GM (1357010),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA SINDUKANI RAISIN 250GM,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HA SUKHRY DATES 300GM (1357013),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HARDIK SHUBHKAMANYEN 280gm,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HOH Panch Mewa Mix Loose,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0174,SFG
HOH Panch Mewa Mix Loose,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0174,SFG,FG,FG
HOH Raksha Bandhan Box 190 Gm,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
HOH Raksha Bandhan Box 268g,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Akbari Pista 200g (1357005),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Almond Mamro 250g (1340532),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Almond Mamro 500g (1350928),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Brazil Nut 200g (1340533),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Hazulnut 250g (1340531),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Maryam Dates 300g(1340537),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Pinenut 100g (1340543),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Premium Dates Medjool 300g(1340530),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Premium Pecans 150g (1340534),cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Premium Saudi Dates 300g(1340536),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Premium Saudi Dates 500g(1356005),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Prunes 275g(1340539),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Walnut Kernal 250g(1340542),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Walnut Kernal 500g(1350930),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ha Walnut Whole 500g(1350935),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Habit Coconut Cream Powder 1 Kg (Instant),cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0171,SFG
Habit Coconut Cream Powder 1 Kg (Instant),cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0171,SFG,FG,FG
Habit Extra Cheese Seasoning (15kg),cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0172,SFG
Habit Extra Cheese Seasoning (15kg),cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0172,SFG,FG,FG
Healing Hand Oats and Dates Bar,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0173,SFG
Healing Hand Oats and Dates Bar,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0173,SFG,FG,FG
Healthy Choice Chia Seeds 100 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Chia Seeds 200 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Pumpkin Seeds 100 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Pumpkin Seeds 200 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Sunflower Seeds 100 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Sunflower Seeds 200 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Watermelon Seeds 100 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Healthy Choice Roasted Watermelon Seeds 200 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Independence Almonds,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Indian Green Raisins,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Indian Green Raisins 230g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Indian Green Raisins 90gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Indian Long Green Raisins,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Jute Drawstring  300g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Jute Floppy Bag Hamper,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Dates Medjool Medium 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Dates Medjoul Medium [Y1562] 200gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates 250 Gms,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates 500 Gms,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Jumbo 1kg,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Junior 1kg,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Large 1kg,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Medium 1kg,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Medium 500 Gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Dates Mini 500 Gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Jumbo Dates 500gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Junior 500g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Super Jumbo 1kg,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Medjoul Super Jumbo 500gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Oriental Dates 250g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
King Solomon Oriental Dates 500gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Krack Nut Coated Peanuts Magic Masala 110g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0175,SFG
Krack Nut Coated Peanuts Magic Masala 110g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0175,SFG,FG,FG
Krack Nut Coated Peanuts Pudina Patakha 100g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0334,SFG,FG,FG
Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0176,SFG
Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0176,SFG,FG,FG
Krack Nut Coated Peanuts Pudina Patakha 25gm,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0334,SFG,FG,FG
Krack Nut Coated Peanuts Tandoori Toofan 1 Kg,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0335,SFG,FG,FG
Krack Nut Coated Peanuts Thai Firangi 1 Kg,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0336,SFG,FG,FG
Krack Nut Coated Peanuts Thai Firangi 100g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0336,SFG,FG,FG
Kracknut Coated Peanuts - Tandoori Toofan 110g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0335,SFG,FG,FG
Kracknut Coated Peanuts - Tandoori Toofan 160gm,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0335,SFG,FG,FG
Kracknut Coated Peanuts - Tandoori Toofan 25g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0335,SFG,FG,FG
Kracknut Coated Peanuts - Thai Firangi 25g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0336,SFG,FG,FG
Kracknut Coated Peanuts-Pudhina Patakha 110g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0334,SFG,FG,FG
Kracknut Coated Peanuts-Pudhina Patakha 1kg,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0334,SFG,FG,FG
Kracknut Coated Peanuts-Thai Firangi 110g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0336,SFG,FG,FG
Lemon Pepper Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0177,SFG
Lemon Pepper Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),2,Final FG,Packing,,SFG0177,SFG,FG,FG
MDF Premium Medjoul Dates Box 18 Pcs,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Mac Snack Dry Roasted Macadamias Munchies 100gm-style 4,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0179,SFG
Mac Snack Dry Roasted Macadamias Munchies 100gm-style 4,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0179,SFG,FG,FG
Mac Snack Dry Roasted Macadamias Munchies 200gm,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0178,SFG
Mac Snack Dry Roasted Macadamias Munchies 200gm,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0178,SFG,FG,FG
Mac Snack Macadamia Stlye 0 Premium-200gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Mac Snack Macadamia Style 1 Roasted & Salted Premium 200g,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Mac Snack Roasted & Salted Macadamias Munchies 200gm-style 4,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0180,SFG
Mac Snack Roasted & Salted Macadamias Munchies 200gm-style 4,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0180,SFG,FG,FG
Mac Snack Roasted Macadamias Munchies 100gm-style 4,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0181,SFG
Mac Snack Roasted Macadamias Munchies 100gm-style 4,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0181,SFG,FG,FG
Macadamia Inshell 150g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Kernal 150gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted & Salted style 4,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0182,SFG
Macadamia Roasted & Salted style 4,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0182,SFG,FG,FG
Macadamia Roasted - Size 1,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted - Size 2,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted - Size 4,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted NIS Sawn,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted Salted - Size 0,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Macadamia Roasted Salted - Size 1,cfpl,Sorting (Bulk Packaging),D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Makhana Black Pepper,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0183,SFG
Makhana Black Pepper,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0183,SFG,FG,FG
Makhana Black Salt 75gm,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0184,SFG
Makhana Black Salt 75gm,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0184,SFG,FG,FG
Makhana Chilli Lime 75gm,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0185,SFG
Makhana Chilli Lime 75gm,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0185,SFG,FG,FG
Makhana Himalayan Pink Salt,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0186,SFG
Makhana Himalayan Pink Salt,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0186,SFG,FG,FG
Makhana Himalayan Pink Salt 75gm,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Makhana Masala,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0187,SFG
Makhana Masala,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0187,SFG,FG,FG
Makhana Peri Peri,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0188,SFG
Makhana Peri Peri,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0188,SFG,FG,FG
Makhana Tangy Tomato 75gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Masala Cashew,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0189,SFG
Masala Cashew,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0189,SFG,FG,FG
Masala Raisin,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Methi Dryfruit Laddu bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0190,SFG
Methi Dryfruit Laddu bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0190,SFG,FG,FG
Milk Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0191,SFG
Milk Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0191,SFG,FG,FG
Milk Chocolate Coated Date Bites,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0192,SFG
Milk Chocolate Coated Date Bites,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0192,SFG,FG,FG
Millennium Nut Mix,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Mocha Mojo Trail Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0193,SFG
Mocha Mojo Trail Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0193,SFG,FG,FG
Moon Freeze Banana Date Fruit Bar - 10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0194,SFG
Moon Freeze Banana Date Fruit Bar - 10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0194,SFG,FG,FG
Moon Freeze Banana Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0194,SFG
Moon Freeze Banana Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0194,SFG,FG,FG
Moon Freeze Mango Date Fruit Bar - 10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0195,SFG
Moon Freeze Mango Date Fruit Bar - 10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0195,SFG,FG,FG
Moon Freeze Mango Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0195,SFG
Moon Freeze Mango Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0195,SFG,FG,FG
Moon Freeze Pineapple Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0196,SFG
Moon Freeze Pineapple Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0196,SFG,FG,FG
Moon Freeze Pineapple Date Fruit Bar -10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0196,SFG
Moon Freeze Pineapple Date Fruit Bar -10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0196,SFG,FG,FG
Moon Freeze Strawberry Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0197,SFG
Moon Freeze Strawberry Date Fruit Bar - 45 Gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0197,SFG,FG,FG
Moon Freeze Strawberry Date Fruit Bar -10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0197,SFG
Moon Freeze Strawberry Date Fruit Bar -10 GM,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0197,SFG,FG,FG
NATAPURE Almond 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
NATAPURE Roasted Almonds 175gms,cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
